ID,date,line,schedule,unplanned_stoppages,planned_stoppages,work_station,equipment,failure_type,sub_code,failure_description
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_134,01/04/2026,CTRL BMW X7 B-PILLAR,18:29,3,,WS_430,Press_Machine,Material_Failure,Missing_Component,Sensor needs calibration
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_135,01/04/2026,CTRL BMW X7 B-PILLAR,18:29,15,,BS_220,Fixture_Table,Material_Failure,Missing_Component,Air pressure dropped below threshold
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_136,01/04/2026,CTRL BMW X7 B-PILLAR,18:29,5,,AS_330,Press_Machine,Tooling_Failure,Tool_Worn,Quality scanner failed to read
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_137,01/04/2026,CTRL BMW X7 B-PILLAR,18:34,5,,MS_120,Fixture_Table,Tooling_Failure,Tool_Worn,Part stuck in fixture
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_138,01/04/2026,CTRL BMW X7 B-PILLAR,18:56,3,,BS_210,Gluing_Robot,Mechanical_Failure,Pneumatic_Leak,Coolant leak detected
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_139,01/04/2026,CTRL BMW X7 B-PILLAR,19:11,,10,,,,,Preventive_Maintenance
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_140,01/04/2026,CTRL BMW X7 B-PILLAR,19:15,2,,AS_330,Riveting_Tool,Quality_Failure,Dimension_Error,Emergency stop triggered
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_141,01/04/2026,CTRL BMW X7 B-PILLAR,19:17,,20,,,,,Shift_Handover
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_142,01/04/2026,CTRL BMW X7 B-PILLAR,19:22,5,,BS_210,Fixture_Table,Tooling_Failure,Tool_Broken,Tool changeover took longer than expected
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_143,01/04/2026,CTRL BMW X7 B-PILLAR,19:45,5,,MS_130,Conveyor_Belt,Quality_Failure,Out_Of_Spec,Operator called maintenance
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_144,01/04/2026,CTRL BMW X7 B-PILLAR,19:49,15,,BS_210,Conveyor_Belt,Tooling_Failure,Misalignment,Welding wire feeder jammed
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_145,01/04/2026,CTRL BMW X7 B-PILLAR,20:05,10,,WS_420,CNC_Mill,Quality_Failure,Out_Of_Spec,Conveyor belt misaligned
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_146,01/04/2026,CTRL BMW X7 B-PILLAR,20:09,,10,,,,,Changeover
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_147,01/04/2026,CTRL BMW X7 B-PILLAR,20:55,,10,,,,,Changeover
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_148,01/04/2026,CTRL BMW X7 B-PILLAR,21:35,2,,AS_340,Press_Machine,Welding_Failure,Spatter_Excess,Pneumatic valve replaced
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_149,01/04/2026,CTRL BMW X7 B-PILLAR,21:59,2,,BS_230,Press_Machine,Material_Failure,Missing_Component,Robot path deviation detected
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_150,01/04/2026,CTRL BMW X7 B-PILLAR,22:10,,15,,,,,Tool_Change
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_151,01/04/2026,CTRL BMW X7 B-PILLAR,22:38,3,,MS_130,Gluing_Robot,Welding_Failure,Weld_Crack,Spatter buildup on torch
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_152,01/04/2026,CTRL BMW X7 B-PILLAR,23:23,,10,,,,,Lunch
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_153,01/04/2026,CTRL BMW X7 B-PILLAR,23:25,5,,WS_430,Press_Machine,Mechanical_Failure,Pneumatic_Leak,Quality scanner failed to read
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_154,01/04/2026,CTRL BMW X7 B-PILLAR,23:30,3,,BS_230,CNC_Mill,Welding_Failure,Cold_Weld,Sensor needs calibration
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_155,01/04/2026,CTRL BMW X7 B-PILLAR,23:50,,15,,,,,Break
01042026 Shift D.xlsmCTRL BMW X7 B-PILLAR_156,01/04/2026,CTRL BMW X7 B-PILLAR,23:55,3,,AS_330,Fixture_Table,Welding_Failure,Burn_Through,Motor overheated
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_157,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,07:07,,10,,,,,Preventive_Maintenance
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_158,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,07:30,2,,BS_210,Conveyor_Belt,Electrical_Failure,Sensor_Down,Operator called maintenance
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_159,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,07:47,,30,,,,,Team_Meeting
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_160,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,08:11,5,,AS_330,CNC_Mill,Welding_Failure,Cold_Weld,Robot path deviation detected
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_161,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,08:15,5,,AS_330,Gluing_Robot,Tooling_Failure,Misalignment,Communication error with PLC
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_162,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,09:05,2,,AS_320,Gluing_Robot,Quality_Failure,Out_Of_Spec,Robot path deviation detected
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_163,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,09:24,3,,BS_230,Gluing_Robot,Mechanical_Failure,Motor_Failure,Tooling required adjustment
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_164,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,09:29,7,,WS_420,Quality_Scanner,Tooling_Failure,Tool_Broken,Quality scanner failed to read
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_165,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,09:32,2,,MS_120,Quality_Scanner,Quality_Failure,Dimension_Error,Wrong material loaded
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_166,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,09:46,3,,MS_110,Riveting_Tool,Quality_Failure,Dimension_Error,Coolant leak detected
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_167,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,09:52,3,,WS_410,Welding_Robot,Tooling_Failure,Tool_Worn,Emergency stop triggered
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_168,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,10:00,20,,WS_430,Quality_Scanner,Tooling_Failure,Tool_Worn,Robot path deviation detected
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_169,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,10:05,3,,BS_230,Welding_Robot,Mechanical_Failure,Bearing_Worn,Motor overheated
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_170,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,10:20,3,,BS_220,Welding_Robot,Material_Failure,Bent_Part,Part stuck in fixture
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_171,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,11:13,7,,MS_110,Quality_Scanner,Mechanical_Failure,Pneumatic_Leak,Software reboot required
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_172,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,11:17,10,,MS_110,CNC_Mill,Tooling_Failure,Tool_Broken,Sensor needs calibration
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_173,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,11:27,7,,BS_220,Conveyor_Belt,Mechanical_Failure,Bearing_Worn,Pneumatic valve replaced
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_174,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,11:29,10,,MS_110,Spot_Welder,Tooling_Failure,Tool_Broken,Operator called maintenance
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_175,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,11:41,3,,WS_410,Hydraulic_Press,Quality_Failure,Dimension_Error,Trainee made the wrong fix
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_176,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,12:07,2,,AS_340,Press_Machine,Welding_Failure,Spatter_Excess,Sensor needs calibration
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_177,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,12:51,7,,BS_220,CNC_Mill,Electrical_Failure,Cable_Loose,Robot path deviation detected
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_178,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,13:08,3,,AS_310,Quality_Scanner,Mechanical_Failure,Pneumatic_Leak,Quality scanner failed to read
02012026 Shift A.xlsmA MERCEDEZ GLS 580 REAR AXLE_179,02/01/2026,A MERCEDEZ GLS 580 REAR AXLE,13:42,5,,MS_130,CNC_Mill,Material_Failure,Wrong_Material,Replaced worn bearing
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_180,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,06:24,3,,MS_120,Riveting_Tool,Material_Failure,Missing_Component,Cooling fan failure
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_181,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,07:06,15,,WS_420,Fixture_Table,Welding_Failure,Weld_Porosity,Spatter buildup on torch
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_182,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,07:11,,5,,,,,Shift_Handover
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_183,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,08:47,15,,WS_430,Hydraulic_Press,Material_Failure,Wrong_Part,Air pressure dropped below threshold
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_184,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,08:57,5,,MS_110,Welding_Robot,Tooling_Failure,Misalignment,Wrong material loaded
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_185,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,09:19,5,,MS_120,Hydraulic_Press,Welding_Failure,Weld_Porosity,Sensor needs calibration
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_186,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,09:50,,15,,,,,Break
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_187,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,10:24,5,,MS_130,Riveting_Tool,Quality_Failure,Dimension_Error,Tool changeover took longer than expected
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_188,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,10:27,7,,WS_420,Gluing_Robot,Welding_Failure,Spatter_Excess,Motor overheated
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_189,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,10:33,10,,MS_120,Gluing_Robot,Material_Failure,Wrong_Part,Coolant leak detected
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_190,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,10:39,10,,BS_230,Press_Machine,Quality_Failure,Visual_Defect,Pneumatic valve replaced
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_191,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,11:00,20,,AS_320,Quality_Scanner,Material_Failure,Bent_Part,Emergency stop triggered
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_192,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,11:09,15,,WS_430,Spot_Welder,Quality_Failure,Out_Of_Spec,Pneumatic valve replaced
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_193,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,11:36,,15,,,,,Tool_Change
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_194,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,11:43,,45,,,,,Break
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_195,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,11:52,5,,MS_120,CNC_Mill,Welding_Failure,Spatter_Excess,Fixture clamp not closing
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_196,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,12:03,5,,BS_230,Quality_Scanner,Mechanical_Failure,Belt_Broken,Robot path deviation detected
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_197,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,12:04,10,,AS_340,Gluing_Robot,Mechanical_Failure,Belt_Broken,Tooling required adjustment
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_198,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,12:09,15,,MS_120,Hydraulic_Press,Mechanical_Failure,Pneumatic_Leak,Sensor needs calibration
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_199,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,12:12,,20,,,,,Tool_Change
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_200,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,12:31,5,,BS_210,Spot_Welder,Material_Failure,Bent_Part,Wrong material loaded
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_201,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,12:33,5,,BS_220,Riveting_Tool,Electrical_Failure,PLC_Error,Emergency stop triggered
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_202,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,12:51,,10,,,,,Shift_Handover
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_203,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,12:53,10,,AS_310,Gluing_Robot,Material_Failure,Wrong_Material,Sensor needs calibration
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_204,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,12:58,10,,BS_230,Gluing_Robot,Welding_Failure,Spatter_Excess,Robot stopped responding to commands
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_205,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,12:59,3,,AS_330,Conveyor_Belt,Electrical_Failure,Short_Circuit,Tooling required adjustment
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_206,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,13:36,3,,MS_130,Gluing_Robot,Electrical_Failure,Sensor_Down,Part stuck in fixture
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_207,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,13:41,7,,AS_340,Fixture_Table,Quality_Failure,Dimension_Error,Trainee made the wrong fix
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_208,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,13:49,5,,BS_230,Fixture_Table,Quality_Failure,Visual_Defect,Emergency stop triggered
02012026 Shift A.xlsmC MERCEDEZ LE 300 C-PILLAR_209,02/01/2026,C MERCEDEZ LE 300 C-PILLAR,13:53,5,,AS_320,CNC_Mill,Tooling_Failure,Tool_Worn,Spatter buildup on torch
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_210,02/01/2026,CTRL BMW M550i FRONT BUMP,06:00,,5,,,,,Team_Meeting
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_211,02/01/2026,CTRL BMW M550i FRONT BUMP,06:09,10,,BS_230,Conveyor_Belt,Electrical_Failure,Sensor_Down,Tooling required adjustment
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_212,02/01/2026,CTRL BMW M550i FRONT BUMP,06:11,,15,,,,,Tool_Change
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_213,02/01/2026,CTRL BMW M550i FRONT BUMP,06:34,15,,AS_330,Quality_Scanner,Mechanical_Failure,Bearing_Worn,Tool changeover took longer than expected
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_214,02/01/2026,CTRL BMW M550i FRONT BUMP,06:39,3,,WS_420,Riveting_Tool,Electrical_Failure,PLC_Error,Coolant leak detected
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_215,02/01/2026,CTRL BMW M550i FRONT BUMP,06:54,,20,,,,,Tool_Change
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_216,02/01/2026,CTRL BMW M550i FRONT BUMP,07:07,3,,WS_430,Hydraulic_Press,Welding_Failure,Burn_Through,Tooling required adjustment
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_217,02/01/2026,CTRL BMW M550i FRONT BUMP,07:11,,30,,,,,Changeover
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_218,02/01/2026,CTRL BMW M550i FRONT BUMP,07:14,,30,,,,,Shift_Handover
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_219,02/01/2026,CTRL BMW M550i FRONT BUMP,07:17,2,,WS_420,Spot_Welder,Mechanical_Failure,Pneumatic_Leak,Operator called maintenance
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_220,02/01/2026,CTRL BMW M550i FRONT BUMP,07:28,,30,,,,,Changeover
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_221,02/01/2026,CTRL BMW M550i FRONT BUMP,07:30,,45,,,,,Team_Meeting
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_222,02/01/2026,CTRL BMW M550i FRONT BUMP,07:50,10,,BS_230,CNC_Mill,Electrical_Failure,Cable_Loose,Spatter buildup on torch
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_223,02/01/2026,CTRL BMW M550i FRONT BUMP,07:54,3,,WS_430,Spot_Welder,Tooling_Failure,Tool_Broken,Cooling fan failure
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_224,02/01/2026,CTRL BMW M550i FRONT BUMP,08:02,3,,BS_230,Hydraulic_Press,Welding_Failure,Weld_Porosity,Fixture clamp not closing
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_225,02/01/2026,CTRL BMW M550i FRONT BUMP,08:10,7,,AS_310,Welding_Robot,Quality_Failure,Dimension_Error,Spatter buildup on torch
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_226,02/01/2026,CTRL BMW M550i FRONT BUMP,08:11,7,,AS_310,Press_Machine,Mechanical_Failure,Bearing_Worn,Motor overheated
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_227,02/01/2026,CTRL BMW M550i FRONT BUMP,08:14,5,,WS_430,Fixture_Table,Material_Failure,Wrong_Part,Operator called maintenance
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_228,02/01/2026,CTRL BMW M550i FRONT BUMP,08:22,,5,,,,,Break
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_229,02/01/2026,CTRL BMW M550i FRONT BUMP,08:57,2,,BS_230,Spot_Welder,Quality_Failure,Out_Of_Spec,Fixture clamp not closing
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_230,02/01/2026,CTRL BMW M550i FRONT BUMP,08:59,5,,BS_230,Gluing_Robot,Material_Failure,Wrong_Part,Cable replaced
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_231,02/01/2026,CTRL BMW M550i FRONT BUMP,09:05,15,,AS_310,Hydraulic_Press,Quality_Failure,Dimension_Error,Operator called maintenance
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_232,02/01/2026,CTRL BMW M550i FRONT BUMP,09:32,3,,WS_410,Press_Machine,Quality_Failure,Visual_Defect,Software reboot required
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_233,02/01/2026,CTRL BMW M550i FRONT BUMP,09:36,,10,,,,,Team_Meeting
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_234,02/01/2026,CTRL BMW M550i FRONT BUMP,09:49,2,,AS_320,Hydraulic_Press,Quality_Failure,Dimension_Error,Emergency stop triggered
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_235,02/01/2026,CTRL BMW M550i FRONT BUMP,09:55,3,,AS_320,Riveting_Tool,Tooling_Failure,Tool_Broken,Tooling required adjustment
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_236,02/01/2026,CTRL BMW M550i FRONT BUMP,09:57,10,,AS_340,Conveyor_Belt,Mechanical_Failure,Belt_Broken,Coolant leak detected
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_237,02/01/2026,CTRL BMW M550i FRONT BUMP,10:00,7,,WS_420,Riveting_Tool,Tooling_Failure,Tool_Broken,Spatter buildup on torch
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_238,02/01/2026,CTRL BMW M550i FRONT BUMP,10:24,,15,,,,,Team_Meeting
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_239,02/01/2026,CTRL BMW M550i FRONT BUMP,10:26,5,,MS_130,Quality_Scanner,Welding_Failure,Weld_Crack,Fixture clamp not closing
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_240,02/01/2026,CTRL BMW M550i FRONT BUMP,10:32,3,,AS_320,Riveting_Tool,Mechanical_Failure,Belt_Broken,Cooling fan failure
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_241,02/01/2026,CTRL BMW M550i FRONT BUMP,10:38,,10,,,,,Team_Meeting
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_242,02/01/2026,CTRL BMW M550i FRONT BUMP,10:42,20,,BS_210,Press_Machine,Quality_Failure,Dimension_Error,Robot path deviation detected
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_243,02/01/2026,CTRL BMW M550i FRONT BUMP,11:01,7,,MS_130,Gluing_Robot,Welding_Failure,Spatter_Excess,Sensor needs calibration
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_244,02/01/2026,CTRL BMW M550i FRONT BUMP,11:54,15,,MS_120,CNC_Mill,Welding_Failure,Cold_Weld,PLC reset performed
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_245,02/01/2026,CTRL BMW M550i FRONT BUMP,12:05,,20,,,,,Break
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_246,02/01/2026,CTRL BMW M550i FRONT BUMP,12:07,2,,AS_330,Welding_Robot,Mechanical_Failure,Pneumatic_Leak,Motor overheated
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_247,02/01/2026,CTRL BMW M550i FRONT BUMP,12:15,10,,BS_230,Press_Machine,Electrical_Failure,Cable_Loose,Quality scanner failed to read
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_248,02/01/2026,CTRL BMW M550i FRONT BUMP,12:28,3,,MS_110,Fixture_Table,Material_Failure,Bent_Part,Spatter buildup on torch
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_249,02/01/2026,CTRL BMW M550i FRONT BUMP,12:36,15,,WS_410,Fixture_Table,Tooling_Failure,Tool_Worn,Software reboot required
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_250,02/01/2026,CTRL BMW M550i FRONT BUMP,12:39,5,,WS_430,Gluing_Robot,Quality_Failure,Out_Of_Spec,Welding wire feeder jammed
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_251,02/01/2026,CTRL BMW M550i FRONT BUMP,12:46,3,,BS_210,Fixture_Table,Mechanical_Failure,Bearing_Worn,Robot path deviation detected
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_252,02/01/2026,CTRL BMW M550i FRONT BUMP,13:07,7,,AS_330,Hydraulic_Press,Welding_Failure,Burn_Through,Wrong material loaded
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_253,02/01/2026,CTRL BMW M550i FRONT BUMP,13:10,,15,,,,,Lunch
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_254,02/01/2026,CTRL BMW M550i FRONT BUMP,13:14,,10,,,,,Shift_Handover
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_255,02/01/2026,CTRL BMW M550i FRONT BUMP,13:27,2,,AS_330,Hydraulic_Press,Mechanical_Failure,Bearing_Worn,Motor overheated
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_256,02/01/2026,CTRL BMW M550i FRONT BUMP,13:31,5,,AS_320,Conveyor_Belt,Material_Failure,Missing_Component,Operator called maintenance
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_257,02/01/2026,CTRL BMW M550i FRONT BUMP,13:38,,10,,,,,Shift_Handover
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_258,02/01/2026,CTRL BMW M550i FRONT BUMP,13:41,5,,MS_130,Hydraulic_Press,Tooling_Failure,Tool_Broken,Spatter buildup on torch
02012026 Shift A.xlsmCTRL BMW M550i FRONT BUMP_259,02/01/2026,CTRL BMW M550i FRONT BUMP,13:49,7,,MS_110,Quality_Scanner,Welding_Failure,Burn_Through,Cooling fan failure
02012026 Shift C.xlsmC BMW X7 INST PANEL_260,02/01/2026,C BMW X7 INST PANEL,00:06,,10,,,,,Break
02012026 Shift C.xlsmC BMW X7 INST PANEL_261,02/01/2026,C BMW X7 INST PANEL,00:11,3,,WS_430,Fixture_Table,Electrical_Failure,Cable_Loose,Replaced worn bearing
02012026 Shift C.xlsmC BMW X7 INST PANEL_262,02/01/2026,C BMW X7 INST PANEL,00:14,,10,,,,,Lunch
02012026 Shift C.xlsmC BMW X7 INST PANEL_263,02/01/2026,C BMW X7 INST PANEL,00:42,,30,,,,,Break
02012026 Shift C.xlsmC BMW X7 INST PANEL_264,02/01/2026,C BMW X7 INST PANEL,00:47,2,,AS_340,Press_Machine,Mechanical_Failure,Belt_Broken,Air pressure dropped below threshold
02012026 Shift C.xlsmC BMW X7 INST PANEL_265,02/01/2026,C BMW X7 INST PANEL,00:50,5,,WS_410,Riveting_Tool,Material_Failure,Bent_Part,Fixture clamp not closing
02012026 Shift C.xlsmC BMW X7 INST PANEL_266,02/01/2026,C BMW X7 INST PANEL,01:10,15,,BS_210,Gluing_Robot,Material_Failure,Wrong_Material,Conveyor belt misaligned
02012026 Shift C.xlsmC BMW X7 INST PANEL_267,02/01/2026,C BMW X7 INST PANEL,01:21,7,,MS_130,Hydraulic_Press,Quality_Failure,Visual_Defect,Pneumatic valve replaced
02012026 Shift C.xlsmC BMW X7 INST PANEL_268,02/01/2026,C BMW X7 INST PANEL,01:27,10,,AS_310,Hydraulic_Press,Material_Failure,Bent_Part,Fixture clamp not closing
02012026 Shift C.xlsmC BMW X7 INST PANEL_269,02/01/2026,C BMW X7 INST PANEL,01:27,3,,AS_340,Quality_Scanner,Tooling_Failure,Tool_Worn,Welding wire feeder jammed
02012026 Shift C.xlsmC BMW X7 INST PANEL_270,02/01/2026,C BMW X7 INST PANEL,01:32,10,,WS_420,Spot_Welder,Electrical_Failure,Sensor_Down,Air pressure dropped below threshold
